traffic_type,packet_size,interval_ms,num_stations,ru,mcs,throughput_mbps,mean_delay_ms,mean_jitter_ms,packet_loss_rate,priority,twt_ms
VPN,900,80,10,8,0,0.000810,0.277465,0.235850,0.000000,1,60
IoT,64,1000,10,8,0,0.000810,1.133030,1.012676,0.000000,0,280
VoIP,160,20,10,8,3,0.075324,0.209157,0.153253,0.000000,3,8
Video,1400,40,10,8,3,0.286560,0.163972,0.092097,0.000000,2,20
HTTP,800,100,10,8,3,0.066802,0.408911,0.219865,0.000000,1,55
VPN,900,80,10,8,3,0.093431,0.211731,0.128421,0.000000,1,60
IoT,64,1000,10,8,3,0.075327,0.219016,0.156457,0.000000,0,280
VoIP,160,20,10,8,3,0.286579,0.130199,0.037574,0.000000,3,8
Video,1400,40,10,8,3,0.066814,0.411623,0.201969,0.000000,2,20
HTTP,800,100,10,8,3,0.093448,0.138821,0.080941,0.000000,1,55
VPN,900,80,10,8,3,0.000810,0.916118,0.940128,0.000000,1,60
IoT,64,1000,10,8,3,0.000810,0.738661,0.535506,0.000000,0,280
VoIP,160,20,10,8,6,0.075324,0.216269,0.153687,0.000000,3,8
Video,1400,40,10,8,6,0.286560,0.141226,0.064246,0.000000,2,20
HTTP,800,100,10,8,6,0.066804,0.468569,0.298297,0.000000,1,55
VPN,900,80,10,8,6,0.093431,0.168021,0.086268,0.000000,1,60
IoT,64,1000,10,8,6,0.075327,0.235126,0.176099,0.000000,0,280
VoIP,160,20,10,8,6,0.286579,0.137166,0.048010,0.000000,3,8
Video,1400,40,10,8,6,0.066812,0.388753,0.185400,0.000000,2,20
HTTP,800,100,10,8,6,0.093448,0.171814,0.108554,0.000000,1,55
VPN,900,80,10,8,6,0.000810,0.253776,0.209403,0.000000,1,60
IoT,64,1000,10,8,6,0.000810,0.814621,0.868105,0.000000,0,280
VoIP,160,20,10,8,9,0.075324,0.221198,0.156092,0.000000,3,8
Video,1400,40,10,8,9,0.286560,0.153879,0.081328,0.000000,2,20
HTTP,800,100,10,8,9,0.066802,0.459120,0.280180,0.000000,1,55
VPN,900,80,10,8,9,0.093431,0.171777,0.075225,0.000000,1,60
IoT,64,1000,10,8,9,0.075327,0.223000,0.165075,0.000000,0,280
VoIP,160,20,10,8,9,0.286579,0.128281,0.037559,0.000000,3,8
Video,1400,40,10,8,9,0.066813,0.446769,0.226182,0.000000,2,20
HTTP,800,100,10,8,9,0.093448,0.190434,0.123120,0.000000,1,55
VPN,900,80,10,8,9,0.000810,0.464669,0.443271,0.000000,1,60
IoT,64,1000,10,8,9,0.000810,1.011204,1.011410,0.000000,0,280
VoIP,160,20,10,8,11,0.075324,0.222384,0.168357,0.000000,3,8
Video,1400,40,10,8,11,0.286560,0.132405,0.059529,0.000000,2,20
HTTP,800,100,10,8,11,0.066804,0.415516,0.261637,0.000000,1,55
VPN,900,80,10,8,11,0.093431,0.145376,0.052665,0.000000,1,60
IoT,64,1000,10,8,11,0.075327,0.225785,0.163493,0.000000,0,280
VoIP,160,20,10,8,11,0.286579,0.134638,0.053540,0.000000,3,8
Video,1400,40,10,8,11,0.066812,0.442185,0.210331,0.000000,2,20
HTTP,800,100,10,8,11,0.093448,0.174692,0.110550,0.000000,1,55
VPN,900,80,10,8,11,0.000810,0.820227,0.834907,0.000000,1,60
IoT,64,1000,10,8,11,0.000810,1.129300,1.243608,0.000000,0,280
VoIP,160,20,10,12,0,0.075324,0.221814,0.158045,0.000000,3,8
Video,1400,40,10,12,0,0.286560,0.148897,0.072195,0.000000,2,20
HTTP,800,100,10,12,0,0.066803,0.410589,0.214818,0.000000,1,55
VPN,900,80,10,12,0,0.093431,0.164229,0.081741,0.000000,1,60
IoT,64,1000,10,12,0,0.075327,0.219578,0.160958,0.000000,0,280
VoIP,160,20,10,12,0,0.286579,0.117844,0.024443,0.000000,3,8
Video,1400,40,10,12,0,0.066813,0.474694,0.273217,0.000000,2,20
HTTP,800,100,10,12,0,0.093448,0.148209,0.067225,0.000000,1,55
VPN,900,80,10,12,0,0.000810,0.925953,0.952387,0.000000,1,60
IoT,64,1000,10,12,0,0.000810,1.064428,0.898250,0.000000,0,280
VoIP,160,20,10,12,3,0.075324,0.202934,0.140440,0.000000,3,8
Video,1400,40,10,12,3,0.286560,0.142926,0.065056,0.000000,2,20
HTTP,800,100,10,12,3,0.066803,0.409292,0.223861,0.000000,1,55
VPN,900,80,10,12,3,0.093431,0.181744,0.086854,0.000000,1,60
IoT,64,1000,10,12,3,0.075327,0.226665,0.178204,0.000000,0,280
VoIP,160,20,10,12,3,0.286579,0.136289,0.039390,0.000000,3,8
Video,1400,40,10,12,3,0.066812,0.449623,0.263979,0.000000,2,20
HTTP,800,100,10,12,3,0.093448,0.170085,0.092090,0.000000,1,55
VPN,900,80,10,12,3,0.000810,0.743032,0.747443,0.000000,1,60
IoT,64,1000,10,12,3,0.000810,0.982043,0.554442,0.000000,0,280
VoIP,160,20,10,12,6,0.075324,0.211891,0.155201,0.000000,3,8
Video,1400,40,10,12,6,0.286560,0.161874,0.093326,0.000000,2,20
HTTP,800,100,10,12,6,0.066803,0.394428,0.233532,0.000000,1,55
VPN,900,80,10,12,6,0.093431,0.166346,0.079948,0.000000,1,60
IoT,64,1000,10,12,6,0.075327,0.236800,0.182093,0.000000,0,280
VoIP,160,20,10,12,6,0.286579,0.138843,0.050305,0.000000,3,8
Video,1400,40,10,12,6,0.066812,0.458639,0.242868,0.000000,2,20
HTTP,800,100,10,12,6,0.093448,0.153462,0.087227,0.000000,1,55
VPN,900,80,10,12,6,0.000810,1.034740,1.070976,0.000000,1,60
IoT,64,1000,10,12,6,0.000810,0.889319,0.730545,0.000000,0,280
VoIP,160,20,10,12,9,0.075324,0.215830,0.160194,0.000000,3,8
Video,1400,40,10,12,9,0.286560,0.141352,0.060422,0.000000,2,20
HTTP,800,100,10,12,9,0.066803,0.439289,0.293323,0.000000,1,55
VPN,900,80,10,12,9,0.093431,0.191227,0.091592,0.000000,1,60
IoT,64,1000,10,12,9,0.075327,0.227721,0.161515,0.000000,0,280
VoIP,160,20,10,12,9,0.286579,0.131926,0.047273,0.000000,3,8
Video,1400,40,10,12,9,0.066812,0.405491,0.221255,0.000000,2,20
HTTP,800,100,10,12,9,0.093448,0.198885,0.120758,0.000000,1,55
VPN,900,80,10,12,9,0.000810,0.729176,0.734196,0.000000,1,60
IoT,64,1000,10,12,9,0.000810,1.167396,1.182533,0.000000,0,280
VoIP,160,20,10,12,11,0.075324,0.209879,0.152573,0.000000,3,8
Video,1400,40,10,12,11,0.286560,0.168850,0.091735,0.000000,2,20
HTTP,800,100,10,12,11,0.066804,0.418994,0.230732,0.000000,1,55
VPN,900,80,10,12,11,0.093431,0.136853,0.039070,0.000000,1,60
IoT,64,1000,10,12,11,0.075327,0.231869,0.175850,0.000000,0,280
VoIP,160,20,10,12,11,0.286579,0.126231,0.035464,0.000000,3,8
Video,1400,40,10,12,11,0.066808,0.472102,0.262285,0.000000,2,20
HTTP,800,100,10,12,11,0.093448,0.149656,0.083125,0.000000,1,55
VPN,900,80,10,12,11,0.000810,1.031073,1.065839,0.000000,1,60
IoT,64,1000,10,12,11,0.000810,0.606218,0.539221,0.000000,0,280
VoIP,160,20,10,18,0,0.075324,0.217685,0.155652,0.000000,3,8
Video,1400,40,10,18,0,0.286560,0.153175,0.089944,0.000000,2,20
HTTP,800,100,10,18,0,0.066802,0.409995,0.239719,0.000000,1,55
VPN,900,80,10,18,0,0.093431,0.164211,0.073938,0.000000,1,60
IoT,64,1000,10,18,0,0.075327,0.232173,0.173931,0.000000,0,280
VoIP,160,20,10,18,0,0.286579,0.117792,0.027808,0.000000,3,8
Video,1400,40,10,18,0,0.066813,0.467322,0.259605,0.000000,2,20
HTTP,800,100,10,18,0,0.093448,0.178154,0.108935,0.000000,1,55
VPN,900,80,10,18,0,0.000810,1.081858,1.123382,0.000000,1,60
IoT,64,1000,10,18,0,0.000810,1.470696,1.440471,0.000000,0,280
VoIP,160,20,10,18,3,0.075324,0.218423,0.159537,0.000000,3,8
Video,1400,40,10,18,3,0.286560,0.152401,0.073230,0.000000,2,20
HTTP,800,100,10,18,3,0.066803,0.359701,0.203221,0.000000,1,55
VPN,900,80,10,18,3,0.093431,0.186298,0.100253,0.000000,1,60
IoT,64,1000,10,18,3,0.075327,0.236174,0.180189,0.000000,0,280
VoIP,160,20,10,18,3,0.286579,0.138400,0.050552,0.000000,3,8
Video,1400,40,10,18,3,0.066813,0.476047,0.276008,0.000000,2,20
HTTP,800,100,10,18,3,0.093448,0.156852,0.085653,0.000000,1,55
VPN,900,80,10,18,3,0.000810,0.284450,0.244490,0.000000,1,60
IoT,64,1000,10,18,3,0.000810,0.551518,0.730413,0.000000,0,280
VoIP,160,20,10,18,6,0.075324,0.223295,0.168718,0.000000,3,8
Video,1400,40,10,18,6,0.286560,0.147206,0.075001,0.000000,2,20
HTTP,800,100,10,18,6,0.066802,0.358002,0.190892,0.000000,1,55
VPN,900,80,10,18,6,0.093431,0.203349,0.112582,0.000000,1,60
IoT,64,1000,10,18,6,0.075327,0.226662,0.164999,0.000000,0,280
VoIP,160,20,10,18,6,0.286579,0.127024,0.039074,0.000000,3,8
Video,1400,40,10,18,6,0.066812,0.431032,0.229235,0.000000,2,20
HTTP,800,100,10,18,6,0.093448,0.168097,0.106271,0.000000,1,55
VPN,900,80,10,18,6,0.000810,0.281503,0.240825,0.000000,1,60
IoT,64,1000,10,18,6,0.000810,0.487830,0.483426,0.000000,0,280
VoIP,160,20,10,18,9,0.075324,0.226486,0.174465,0.000000,3,8
Video,1400,40,10,18,9,0.286560,0.169896,0.096319,0.000000,2,20
HTTP,800,100,10,18,9,0.066804,0.452583,0.286760,0.000000,1,55
VPN,900,80,10,18,9,0.093431,0.151671,0.057235,0.000000,1,60
IoT,64,1000,10,18,9,0.075327,0.228187,0.165005,0.000000,0,280
VoIP,160,20,10,18,9,0.286579,0.135311,0.047838,0.000000,3,8
Video,1400,40,10,18,9,0.066812,0.434801,0.226377,0.000000,2,20
HTTP,800,100,10,18,9,0.093448,0.203668,0.125408,0.000000,1,55
VPN,900,80,10,18,9,0.000810,0.292928,0.253922,0.000000,1,60
IoT,64,1000,10,18,9,0.000810,1.007849,1.033116,0.000000,0,280
VoIP,160,20,10,18,11,0.075324,0.214535,0.157224,0.000000,3,8
Video,1400,40,10,18,11,0.286560,0.173920,0.102719,0.000000,2,20
HTTP,800,100,10,18,11,0.066802,0.443910,0.224516,0.000000,1,55
VPN,900,80,10,18,11,0.093431,0.152164,0.062547,0.000000,1,60
IoT,64,1000,10,18,11,0.075327,0.221993,0.161721,0.000000,0,280
VoIP,160,20,10,18,11,0.286579,0.142394,0.052507,0.000000,3,8
Video,1400,40,10,18,11,0.066812,0.433647,0.211701,0.000000,2,20
HTTP,800,100,10,18,11,0.093448,0.175901,0.109113,0.000000,1,55
VPN,900,80,10,18,11,0.000810,0.367843,0.336256,0.000000,1,60
IoT,64,1000,10,18,11,0.000810,1.449697,1.413872,0.000000,0,280
VoIP,160,20,10,25,0,0.075324,0.219547,0.160171,0.000000,3,8
Video,1400,40,10,25,0,0.286560,0.152045,0.082961,0.000000,2,20
HTTP,800,100,10,25,0,0.066803,0.392937,0.216472,0.000000,1,55
VPN,900,80,10,25,0,0.093431,0.183121,0.084818,0.000000,1,60
IoT,64,1000,10,25,0,0.075327,0.234623,0.171852,0.000000,0,280
VoIP,160,20,10,25,0,0.286579,0.110066,0.017738,0.000000,3,8
Video,1400,40,10,25,0,0.066813,0.402038,0.189245,0.000000,2,20
HTTP,800,100,10,25,0,0.093448,0.142512,0.081584,0.000000,1,55
VPN,900,80,10,25,0,0.000810,0.563526,0.552767,0.000000,1,60
IoT,64,1000,10,25,0,0.000810,0.626645,0.608310,0.000000,0,280
VoIP,160,20,10,25,3,0.075324,0.213110,0.151622,0.000000,3,8
Video,1400,40,10,25,3,0.286560,0.162118,0.088296,0.000000,2,20
HTTP,800,100,10,25,3,0.066802,0.406408,0.241122,0.000000,1,55
VPN,900,80,10,25,3,0.093431,0.173126,0.090323,0.000000,1,60
IoT,64,1000,10,25,3,0.075327,0.226265,0.166116,0.000000,0,280
VoIP,160,20,10,25,3,0.286579,0.134821,0.041060,0.000000,3,8
Video,1400,40,10,25,3,0.066812,0.452047,0.262969,0.000000,2,20
HTTP,800,100,10,25,3,0.093448,0.154096,0.088286,0.000000,1,55
VPN,900,80,10,25,3,0.000810,0.286961,0.248267,0.000000,1,60
IoT,64,1000,10,25,3,0.000810,1.078391,0.963869,0.000000,0,280
VoIP,160,20,10,25,6,0.075324,0.201935,0.137976,0.000000,3,8
Video,1400,40,10,25,6,0.286559,0.174729,0.110038,0.000000,2,20
HTTP,800,100,10,25,6,0.066802,0.436768,0.239115,0.000000,1,55
VPN,900,80,10,25,6,0.093431,0.191076,0.092531,0.000000,1,60
IoT,64,1000,10,25,6,0.075327,0.235645,0.180646,0.000000,0,280
VoIP,160,20,10,25,6,0.286579,0.125040,0.032624,0.000000,3,8
Video,1400,40,10,25,6,0.066813,0.489278,0.251292,0.000000,2,20
HTTP,800,100,10,25,6,0.093448,0.173927,0.107504,0.000000,1,55
VPN,900,80,10,25,6,0.000810,0.821391,0.835239,0.000000,1,60
IoT,64,1000,10,25,6,0.000809,0.794417,0.523724,0.000000,0,280
VoIP,160,20,10,25,9,0.075324,0.213766,0.155605,0.000000,3,8
Video,1400,40,10,25,9,0.286560,0.161168,0.099920,0.000000,2,20
HTTP,800,100,10,25,9,0.066803,0.447625,0.249917,0.000000,1,55
VPN,900,80,10,25,9,0.093431,0.186877,0.097631,0.000000,1,60
IoT,64,1000,10,25,9,0.075327,0.232329,0.172429,0.000000,0,280
VoIP,160,20,10,25,9,0.286579,0.130857,0.038257,0.000000,3,8
Video,1400,40,10,25,9,0.066812,0.449062,0.231146,0.000000,2,20
HTTP,800,100,10,25,9,0.093448,0.206228,0.156649,0.000000,1,55
VPN,900,80,10,25,9,0.000810,0.822191,0.835049,0.000000,1,60
IoT,64,1000,10,25,9,0.000810,0.734702,0.614177,0.000000,0,280
VoIP,160,20,10,25,11,0.075324,0.224251,0.167349,0.000000,3,8
Video,1400,40,10,25,11,0.286560,0.159408,0.079446,0.000000,2,20
HTTP,800,100,10,25,11,0.066802,0.373496,0.206383,0.000000,1,55
VPN,900,80,10,25,11,0.093431,0.144632,0.052660,0.000000,1,60
IoT,64,1000,10,25,11,0.075327,0.226645,0.163762,0.000000,0,280
VoIP,160,20,10,25,11,0.286579,0.110503,0.022553,0.000000,3,8
Video,1400,40,10,25,11,0.066814,0.445203,0.238647,0.000000,2,20
HTTP,800,100,10,25,11,0.093448,0.162891,0.086423,0.000000,1,55
VPN,900,80,10,25,11,0.000810,0.830792,0.846402,0.000000,1,60
IoT,64,1000,10,25,11,0.000810,1.302217,1.473549,0.000000,0,280
VoIP,160,20,10,37,0,0.075324,0.224846,0.166093,0.000000,3,8
Video,1400,40,10,37,0,0.286560,0.162228,0.091601,0.000000,2,20
HTTP,800,100,10,37,0,0.066803,0.434696,0.263436,0.000000,1,55
VPN,900,80,10,37,0,0.093431,0.184607,0.090882,0.000000,1,60
IoT,64,1000,10,37,0,0.075327,0.219869,0.157966,0.000000,0,280
VoIP,160,20,10,37,0,0.286579,0.120592,0.038848,0.000000,3,8
Video,1400,40,10,37,0,0.066812,0.433890,0.236861,0.000000,2,20
HTTP,800,100,10,37,0,0.093448,0.189911,0.131916,0.000000,1,55
VPN,900,80,10,37,0,0.000810,0.263328,0.221770,0.000000,1,60
IoT,64,1000,10,37,0,0.000810,0.786213,0.852333,0.000000,0,280
VoIP,160,20,10,37,3,0.075324,0.214525,0.155097,0.000000,3,8
Video,1400,40,10,37,3,0.286560,0.137570,0.062494,0.000000,2,20
HTTP,800,100,10,37,3,0.066804,0.412229,0.258179,0.000000,1,55
VPN,900,80,10,37,3,0.093431,0.178315,0.080023,0.000000,1,60
IoT,64,1000,10,37,3,0.075327,0.228169,0.160894,0.000000,0,280
VoIP,160,20,10,37,3,0.286579,0.125251,0.032882,0.000000,3,8
Video,1400,40,10,37,3,0.066812,0.470046,0.254981,0.000000,2,20
HTTP,800,100,10,37,3,0.093448,0.192996,0.114052,0.000000,1,55
VPN,900,80,10,37,3,0.000810,0.637152,0.632517,0.000000,1,60
IoT,64,1000,10,37,3,0.000810,1.049490,1.203087,0.000000,0,280
VoIP,160,20,10,37,6,0.075324,0.222811,0.168246,0.000000,3,8
Video,1400,40,10,37,6,0.286560,0.159137,0.081129,0.000000,2,20
HTTP,800,100,10,37,6,0.066803,0.373650,0.196413,0.000000,1,55
VPN,900,80,10,37,6,0.093431,0.195851,0.096091,0.000000,1,60
IoT,64,1000,10,37,6,0.075327,0.224782,0.170400,0.000000,0,280
VoIP,160,20,10,37,6,0.286579,0.125244,0.036707,0.000000,3,8
Video,1400,40,10,37,6,0.066813,0.475388,0.245658,0.000000,2,20
HTTP,800,100,10,37,6,0.093448,0.158807,0.080868,0.000000,1,55
VPN,900,80,10,37,6,0.000810,0.654861,0.652239,0.000000,1,60
IoT,64,1000,10,37,6,0.000810,1.081293,0.929347,0.000000,0,280
VoIP,160,20,10,37,9,0.075324,0.218679,0.159846,0.000000,3,8
Video,1400,40,10,37,9,0.286560,0.161289,0.079499,0.000000,2,20
HTTP,800,100,10,37,9,0.066802,0.366697,0.199167,0.000000,1,55
VPN,900,80,10,37,9,0.093431,0.197371,0.102084,0.000000,1,60
IoT,64,1000,10,37,9,0.075327,0.225258,0.160085,0.000000,0,280
VoIP,160,20,10,37,9,0.286579,0.141870,0.058409,0.000000,3,8
Video,1400,40,10,37,9,0.066814,0.490409,0.270059,0.000000,2,20
HTTP,800,100,10,37,9,0.093448,0.128397,0.055245,0.000000,1,55
VPN,900,80,10,37,9,0.000810,0.915396,0.938085,0.000000,1,60
IoT,64,1000,10,37,9,0.000810,1.239308,1.294108,0.000000,0,280
VoIP,160,20,10,37,11,0.075324,0.213808,0.155185,0.000000,3,8
Video,1400,40,10,37,11,0.286560,0.155667,0.086050,0.000000,2,20
HTTP,800,100,10,37,11,0.066803,0.437657,0.276521,0.000000,1,55
VPN,900,80,10,37,11,0.093431,0.149743,0.060386,0.000000,1,60
IoT,64,1000,10,37,11,0.075327,0.225795,0.163453,0.000000,0,280
VoIP,160,20,10,37,11,0.286579,0.132468,0.044097,0.000000,3,8
Video,1400,40,10,37,11,0.066814,0.460833,0.246345,0.000000,2,20
HTTP,800,100,10,37,11,0.093448,0.127761,0.048209,0.000000,1,55
VPN,900,80,10,37,11,0.000810,1.008533,1.041214,0.000000,1,60
IoT,64,1000,10,37,11,0.000810,0.877975,0.727268,0.000000,0,280
VoIP,160,20,15,1,0,0.075322,0.381354,0.205602,0.000000,3,8
Video,1400,40,15,1,0,0.286560,0.212481,0.180833,0.000000,2,20
HTTP,800,100,15,1,0,0.066803,0.600680,0.287822,0.000000,1,55
VPN,900,80,15,1,0,0.093425,0.449316,0.208043,0.000000,1,60
IoT,64,1000,15,1,0,0.075325,0.310651,0.179376,0.000000,0,280
VoIP,160,20,15,1,0,0.286579,0.174250,0.105204,0.000000,3,8
Video,1400,40,15,1,0,0.066814,0.450432,0.231820,0.000000,2,20
HTTP,800,100,15,1,0,0.093445,0.236207,0.190653,0.000000,1,55
VPN,900,80,15,1,0,0.075328,0.396880,0.266127,0.000000,1,60
IoT,64,1000,15,1,0,0.286600,0.153406,0.102880,0.000000,0,280
VoIP,160,20,15,1,0,0.066825,0.711845,0.411460,0.000000,3,8
Video,1400,40,15,1,0,0.093458,0.495210,0.275729,0.000000,2,20
HTTP,800,100,15,1,0,0.000810,0.648207,0.643316,0.000000,1,55
VPN,900,80,15,1,0,0.000810,0.998712,1.150656,0.000000,1,60
IoT,64,1000,15,1,0,0.000809,0.806049,0.895562,0.000000,0,280
VoIP,160,20,15,1,3,0.075323,0.381196,0.213075,0.000000,3,8
Video,1400,40,15,1,3,0.286560,0.174426,0.126192,0.000000,2,20
HTTP,800,100,15,1,3,0.066800,0.561806,0.306022,0.000000,1,55
VPN,900,80,15,1,3,0.093427,0.509622,0.276479,0.000000,1,60
IoT,64,1000,15,1,3,0.075327,0.305317,0.178848,0.000000,0,280
VoIP,160,20,15,1,3,0.286579,0.182950,0.111529,0.000000,3,8
Video,1400,40,15,1,3,0.066813,0.468614,0.272187,0.000000,2,20
HTTP,800,100,15,1,3,0.093448,0.218366,0.164860,0.000000,1,55
VPN,900,80,15,1,3,0.075327,0.384833,0.247773,0.000000,1,60
IoT,64,1000,15,1,3,0.286584,0.208623,0.184993,0.000000,0,280
VoIP,160,20,15,1,3,0.066827,0.629035,0.370194,0.000000,3,8
Video,1400,40,15,1,3,0.093456,0.477204,0.278156,0.000000,2,20
HTTP,800,100,15,1,3,0.000810,0.372137,0.341135,0.000000,1,55
VPN,900,80,15,1,3,0.000810,0.855009,0.805486,0.000000,1,60
IoT,64,1000,15,1,3,0.000810,1.014346,1.051946,0.000000,0,280
VoIP,160,20,15,1,6,0.075322,0.392229,0.221006,0.000000,3,8
Video,1400,40,15,1,6,0.286560,0.165046,0.106826,0.000000,2,20
HTTP,800,100,15,1,6,0.066800,0.676788,0.411205,0.000000,1,55
VPN,900,80,15,1,6,0.093425,0.454162,0.207277,0.000000,1,60
IoT,64,1000,15,1,6,0.075327,0.316805,0.192605,0.000000,0,280
VoIP,160,20,15,1,6,0.286579,0.163611,0.088713,0.000000,3,8
Video,1400,40,15,1,6,0.066813,0.443679,0.248694,0.000000,2,20
HTTP,800,100,15,1,6,0.093448,0.207149,0.160166,0.000000,1,55
VPN,900,80,15,1,6,0.075326,0.414592,0.292556,0.000000,1,60
IoT,64,1000,15,1,6,0.286588,0.147999,0.083870,0.000000,0,280
VoIP,160,20,15,1,6,0.066829,0.684396,0.349762,0.000000,3,8
Video,1400,40,15,1,6,0.093459,0.438264,0.191405,0.000000,2,20
HTTP,800,100,15,1,6,0.000810,0.650424,0.646142,0.000000,1,55
VPN,900,80,15,1,6,0.000810,0.751898,0.759115,0.000000,1,60
IoT,64,1000,15,1,6,0.000810,0.776341,0.819428,0.000000,0,280
VoIP,160,20,15,1,9,0.075321,0.388121,0.218572,0.000000,3,8
Video,1400,40,15,1,9,0.286560,0.176161,0.130020,0.000000,2,20
HTTP,800,100,15,1,9,0.066802,0.639774,0.396635,0.000000,1,55
VPN,900,80,15,1,9,0.093428,0.518814,0.265377,0.000000,1,60
IoT,64,1000,15,1,9,0.075327,0.310350,0.181026,0.000000,0,280
VoIP,160,20,15,1,9,0.286579,0.184976,0.113735,0.000000,3,8
Video,1400,40,15,1,9,0.066813,0.497204,0.323294,0.000000,2,20
HTTP,800,100,15,1,9,0.093448,0.164816,0.074625,0.000000,1,55
VPN,900,80,15,1,9,0.075327,0.394367,0.267081,0.000000,1,60
IoT,64,1000,15,1,9,0.286600,0.174383,0.140914,0.000000,0,280
VoIP,160,20,15,1,9,0.066828,0.661648,0.318441,0.000000,3,8
Video,1400,40,15,1,9,0.093456,0.473724,0.253932,0.000000,2,20
HTTP,800,100,15,1,9,0.000810,0.310009,0.272806,0.000000,1,55
VPN,900,80,15,1,9,0.000809,1.562527,1.367805,0.000000,1,60
IoT,64,1000,15,1,9,0.000810,1.526687,1.365318,0.000000,0,280
VoIP,160,20,15,1,11,0.075323,0.401327,0.239497,0.000000,3,8
Video,1400,40,15,1,11,0.286560,0.218063,0.185322,0.000000,2,20
HTTP,800,100,15,1,11,0.066804,0.609914,0.326720,0.000000,1,55
VPN,900,80,15,1,11,0.093426,0.465424,0.230112,0.000000,1,60
IoT,64,1000,15,1,11,0.075325,0.305393,0.183943,0.000000,0,280
VoIP,160,20,15,1,11,0.286579,0.186156,0.119761,0.000000,3,8
Video,1400,40,15,1,11,0.066813,0.481628,0.292377,0.000000,2,20
HTTP,800,100,15,1,11,0.093448,0.243684,0.175022,0.000000,1,55
VPN,900,80,15,1,11,0.075327,0.406185,0.268921,0.000000,1,60
IoT,64,1000,15,1,11,0.286600,0.176859,0.117455,0.000000,0,280
VoIP,160,20,15,1,11,0.066825,0.654853,0.390094,0.000000,3,8
Video,1400,40,15,1,11,0.093459,0.504624,0.291052,0.000000,2,20
HTTP,800,100,15,1,11,0.000810,1.181942,1.328087,0.000000,1,55
VPN,900,80,15,1,11,0.000810,0.713065,0.564916,0.000000,1,60
IoT,64,1000,15,1,11,0.000810,1.101813,1.018251,0.000000,0,280
VoIP,160,20,15,3,0,0.075323,0.383021,0.214600,0.000000,3,8
Video,1400,40,15,3,0,0.286560,0.205985,0.164102,0.000000,2,20
HTTP,800,100,15,3,0,0.066802,0.592882,0.378129,0.000000,1,55
VPN,900,80,15,3,0,0.093429,0.431432,0.206198,0.000000,1,60
IoT,64,1000,15,3,0,0.075326,0.303071,0.174712,0.000000,0,280
VoIP,160,20,15,3,0,0.286579,0.164652,0.076568,0.000000,3,8
Video,1400,40,15,3,0,0.066812,0.485930,0.271212,0.000000,2,20
HTTP,800,100,15,3,0,0.093448,0.200465,0.127310,0.000000,1,55
VPN,900,80,15,3,0,0.075327,0.401143,0.263730,0.000000,1,60
IoT,64,1000,15,3,0,0.286600,0.167038,0.121819,0.000000,0,280
VoIP,160,20,15,3,0,0.066825,0.671614,0.356458,0.000000,3,8
Video,1400,40,15,3,0,0.093461,0.505337,0.291861,0.000000,2,20
HTTP,800,100,15,3,0,0.000810,0.641191,0.636448,0.000000,1,55
VPN,900,80,15,3,0,0.000810,0.893075,1.041313,0.000000,1,60
IoT,64,1000,15,3,0,0.000810,0.708661,0.850369,0.000000,0,280
VoIP,160,20,15,3,3,0.075322,0.405579,0.238222,0.000000,3,8
Video,1400,40,15,3,3,0.286560,0.201900,0.145268,0.000000,2,20
HTTP,800,100,15,3,3,0.066800,0.659177,0.379710,0.000000,1,55
VPN,900,80,15,3,3,0.093429,0.476430,0.231222,0.000000,1,60
IoT,64,1000,15,3,3,0.075326,0.292053,0.168263,0.000000,0,280
VoIP,160,20,15,3,3,0.286579,0.195285,0.126704,0.000000,3,8
Video,1400,40,15,3,3,0.066812,0.445731,0.269205,0.000000,2,20
HTTP,800,100,15,3,3,0.093448,0.205701,0.144721,0.000000,1,55
VPN,900,80,15,3,3,0.075326,0.382843,0.240601,0.000000,1,60
IoT,64,1000,15,3,3,0.286600,0.191348,0.153367,0.000000,0,280
VoIP,160,20,15,3,3,0.066826,0.642432,0.349696,0.000000,3,8
Video,1400,40,15,3,3,0.093459,0.447612,0.221053,0.000000,2,20
HTTP,800,100,15,3,3,0.000810,0.498033,0.478576,0.000000,1,55
VPN,900,80,15,3,3,0.000810,0.818822,0.697870,0.000000,1,60
IoT,64,1000,15,3,3,0.000810,1.219136,1.073806,0.000000,0,280
VoIP,160,20,15,3,6,0.075321,0.389857,0.218780,0.000000,3,8
Video,1400,40,15,3,6,0.286560,0.218020,0.202304,0.000000,2,20
HTTP,800,100,15,3,6,0.066802,0.654845,0.376453,0.000000,1,55
VPN,900,80,15,3,6,0.093427,0.456033,0.209863,0.000000,1,60
IoT,64,1000,15,3,6,0.075324,0.300794,0.169594,0.000000,0,280
VoIP,160,20,15,3,6,0.286579,0.164081,0.096178,0.000000,3,8
Video,1400,40,15,3,6,0.066813,0.485921,0.289702,0.000000,2,20
HTTP,800,100,15,3,6,0.093448,0.182392,0.113103,0.000000,1,55
VPN,900,80,15,3,6,0.075329,0.391692,0.251360,0.000000,1,60
IoT,64,1000,15,3,6,0.286600,0.161318,0.103918,0.000000,0,280
VoIP,160,20,15,3,6,0.066828,0.682971,0.393506,0.000000,3,8
Video,1400,40,15,3,6,0.093459,0.491451,0.260012,0.000000,2,20
HTTP,800,100,15,3,6,0.000810,0.915561,0.940672,0.000000,1,55
